Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","42877.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","221","Oman","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","35207.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","221","Oman","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","27294.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","226","Ouganda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1819","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","226","Ouganda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","2187.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","4446.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","7014.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","165","Pakistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","3930.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","165","Pakistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","4690.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","180","Palaos","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","14753.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","180","Palaos","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","17572.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","299","Palestine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","5250.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","299","Palestine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","6245.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","166","Panama","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","20525.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","166","Panama","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","31432.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","3165.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","4349.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","169","Paraguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","9503.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","169","Paraguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","12615.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","51607.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","56629.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","170","Pérou","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","9368","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","170","Pérou","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","12853.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","171","Philippines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","5606.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","171","Philippines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","8914.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","173","Pologne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","23065","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","173","Pologne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","33120.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","177","Porto Rico","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","32930.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","177","Porto Rico","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","34804.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","174","Portugal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","31269.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","174","Portugal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","34879.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","179","Qatar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","89954.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","179","Qatar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","90043.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1161.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","945.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","117","République de Corée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","32364","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","117","République de Corée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","42719","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","146","République de Moldova","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","7975.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","146","République de Moldova","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","13022","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","835.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","1097.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","4542.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","7886.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","56","République dominicaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","11944.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","56","République dominicaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","18412.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1943","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","2660.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","183","Roumanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","21002.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","183","Roumanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","29857.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","41558.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","46406.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","184","Rwanda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1441","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","184","Rwanda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","2227.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","14037.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","15448.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","24057.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","26235.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","11841.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","12484.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","244","Samoa","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","6022.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","244","Samoa","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","6516.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","3227.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","4005.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","195","Sénégal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","2780.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","195","Sénégal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","3361.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","272","Serbie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","14347.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","272","Serbie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","18292.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","196","Seychelles","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","20276.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","196","Seychelles","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","27521.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1372.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","1719.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","200","Singapour","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","69585.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","200","Singapour","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","98411.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","199","Slovaquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","24030.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","199","Slovaquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","31871.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","198","Slovénie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","33057.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","198","Slovénie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","38905.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","201","Somalie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","866.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","276","Soudan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","3064.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","276","Soudan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","4185.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","8507.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","13070.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","210","Suède","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","45492.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","210","Suède","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","52531.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","211","Suisse","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","64404.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","211","Suisse","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","70920.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","207","Suriname","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","18120.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","207","Suriname","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","19036.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","2293.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","3581.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","39","Tchad","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1577.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","39","Tchad","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","1579.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","167","Tchéquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","32782.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","167","Tchéquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","40696.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","216","Thaïlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","13458.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","216","Thaïlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","18453.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","2724.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","3552.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","217","Togo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","1574","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","217","Togo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","2121.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","219","Tonga","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","5129.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","219","Tonga","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","6378.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","28103.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","25827.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","222","Tunisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","9872","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","222","Tunisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","10755.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","213","Turkménistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","8015.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","213","Turkménistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","15538.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","223","Turquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","18731.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","223","Turquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","28199.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","227","Tuvalu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","3408.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","227","Tuvalu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","4274.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","230","Ukraine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","11298.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","230","Ukraine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","12808.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","234","Uruguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","17948.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","234","Uruguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","23032.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","155","Vanuatu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","3129.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","155","Vanuatu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","3117.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","237","Viet Nam","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","4830.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","237","Viet Nam","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","8041.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","251","Zambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","2917.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","251","Zambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","3470.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","2082.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","3027.7","X","Sources internationales sûres",""
